"snapshot-date","sku","fnsku","asin","product-name","condition","per-unit-volume","currency","volume-unit","country","qty-charged","amount-charged","surcharge-age-tier","rate-surcharge"
"2023-04-15T08:04:00+00:00","ZW-QWQO-GLBK","X0032LIU4D","B09644ZKN9","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","New","0.2173","USD","cubic_feet","US","1","0.83","271-300","0.83"
"2023-04-15T08:03:00+00:00","ZW-QWQO-GLBK","X0032LIU4D","B09644ZKN9","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","New","0.2173","USD","cubic_feet","US","4","0.87","211-240","0.2175"
"2023-04-15T08:02:00+00:00","ZW-QWQO-GLBK","X0032LIU4D","B09644ZKN9","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","New","0.2173","USD","cubic_feet","US","181","157.31","301-330","0.87"
"2023-04-15T08:02:00+00:00","ER-20K5-JXAF","X002VN8FIT","B09362BYFC","365Home 2-Pack Rattan Napkin Holder Square Napkin Holder Basket Napkin Holder Bar Cocktail Napkin Holder 7.5"" x 7.5"" x 2.5"" and Set 6 Pieces Nature Rattan Coasters Handwoven Coasters 4"" Round","New","0.0434","USD","cubic_feet","US","1","0.04","211-240","0.04"
"2023-04-15T08:01:00+00:00","ZW-QWQO-GLBK","X0032LIU4D","B09644ZKN9","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","New","0.2173","USD","cubic_feet","US","2","0.65","241-270","0.325"
"2023-04-15T08:01:00+00:00","ER-20K5-JXAF","X002VN8FIT","B09362BYFC","365Home 2-Pack Rattan Napkin Holder Square Napkin Holder Basket Napkin Holder Bar Cocktail Napkin Holder 7.5"" x 7.5"" x 2.5"" and Set 6 Pieces Nature Rattan Coasters Handwoven Coasters 4"" Round","New","0.0434","USD","cubic_feet","US","2","0.04","181-210","0.02"
"2023-04-15T08:01:00+00:00","N2-TZ76-G3JE","X002TMJW61","B08XWYR7PN","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 White)","New","0.0271","USD","cubic_feet","US","3","0.12","241-270","0.04"
"2023-04-15T08:01:00+00:00","NA-IJIA-SZS9","X002GW0GM3","B084Z4Y8ZY","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 2)","No Listing","7.0E-4","USD","cubic_feet","US","1","0.00","241-270","0.0"
"2023-04-15T08:01:00+00:00","MK-ILTU-2KQK","X002BC0MVN","B07XX6TFN3","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.0581","USD","cubic_feet","US","8","0.72","241-270","0.09"
"2023-04-15T08:01:00+00:00","3C-8GVG-8KV6","X0028N5BQ1","B07V278VJ1","Nidavellir Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","1.0E-4","USD","cubic_feet","US","1","0.00","241-270","0.0"
"2023-04-15T08:01:00+00:00","5S-LEF4-2V5E","X001X2JGO1","B07GLJ2YNF","VNFLY Axe Keychain Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","New","0.0056","USD","cubic_feet","US","1","0.00","181-210","0.0"
"2023-04-15T08:00:00+00:00","BeanSlicer","X003DL3W13","B0BC8YPVZZ","365Home Multifunction Vegetable Green Bean Cutter Slicer Frencher Stringer, Green Onion Pepper Slicer Shredder, Veggie Slicer Cutter Shredder Tool","New","0.0028","USD","cubic_feet","US","9","0.00","181-210","0.0"
"2023-04-15T08:00:00+00:00","Template-8in","X003A8K93X","B0B42JF83D","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","New","0.0266","USD","cubic_feet","US","36","1.44","241-270","0.04"
"2023-04-15T08:00:00+00:00","Template-6in","X003A8GAYF","B0B42LPW36","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","New","0.0124","USD","cubic_feet","US","29","0.57","241-270","0.02"
"2023-04-15T08:00:00+00:00","Template-set3-cut2","X003A8FB8B","B0B42KWPRX","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin, Rotary Cutter and Manual Instruction","New","0.16","USD","cubic_feet","US","271","21.68","181-210","0.08"
"2023-04-15T08:00:00+00:00","Template-10in","X003A8B6OJ","B0B42K8BKS","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","New","0.0377","USD","cubic_feet","US","6","0.35","241-270","0.06"
"2023-04-15T08:00:00+00:00","Template-set3-cut1","X003A8B6O9","B0B42L59Q7","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin, Roller Cutter and Manual Instruction","New","0.1076","USD","cubic_feet","US","59","3.17","181-210","0.05388888888888889"
"2023-04-15T08:00:00+00:00","Q4-W1AJ-GWF8","X0033SE0N5","B09791N7TS","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 4)","No Listing","0.0039","USD","cubic_feet","US","1","0.01","271-300","0.01"
"2023-04-15T08:00:00+00:00","ZW-QWQO-GLBK","X0032LIU4D","B09644ZKN9","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","New","0.2173","USD","cubic_feet","US","3","0.33","181-210","0.11"
"2023-04-15T08:00:00+00:00","UV-T1KY-367W","X0030CGYG5","B09FPZNRX9","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","New","0.0286","USD","cubic_feet","US","59","0.83","181-210","0.015"
"2023-04-15T08:00:00+00:00","ER-20K5-JXAF","X002VN8FIT","B09362BYFC","365Home 2-Pack Rattan Napkin Holder Square Napkin Holder Basket Napkin Holder Bar Cocktail Napkin Holder 7.5"" x 7.5"" x 2.5"" and Set 6 Pieces Nature Rattan Coasters Handwoven Coasters 4"" Round","New","0.0434","USD","cubic_feet","US","27","1.77","241-270","0.06545454545454545"
"2023-04-15T08:00:00+00:00","KG-8JKR-RC81","X002UDIWNX","B08ZNJQ2CN","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 Black)","New","0.0764","USD","cubic_feet","US","20","0.79","181-210","0.04"
"2023-04-15T08:00:00+00:00","H5-MZXZ-04N5","X002UDI1W5","B08ZNH2YZW","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Black & 2 White)","New","0.0613","USD","cubic_feet","US","98","3.00","181-210","0.03"
"2023-04-15T08:00:00+00:00","V6-9SRV-QZIZ","X002UDI1VV","B08ZNH5HQP","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 White)","New","0.0668","USD","cubic_feet","US","60","2.03","181-210","0.03333333333333333"
"2023-04-15T08:00:00+00:00","X4-DJ7H-ZTGX","X002TMOWQB","B08XWYPR76","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black)","New","0.0169","USD","cubic_feet","US","14","0.14","181-210","0.01"
"2023-04-15T08:00:00+00:00","N2-TZ76-G3JE","X002TMJW61","B08XWYR7PN","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 White)","New","0.0271","USD","cubic_feet","US","50","0.67","181-210","0.013333333333333334"
"2023-04-15T08:00:00+00:00","CY-CI3D-CHYK","X002TM7I8Z","B08XWY4F7C","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black & 1 White)","New","0.0463","USD","cubic_feet","US","51","1.18","181-210","0.023333333333333334"
"2023-04-15T08:00:00+00:00","2K-XVBD-O0R9","X002NATMU5","B08HWTQCLL","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","New","0.0013","USD","cubic_feet","US","40","0.01","181-210","0.0"
"2023-04-15T08:00:00+00:00","QQ-PCQL-S43B","X002L0EXYR","B08CXG45F4","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","New","0.0152","USD","cubic_feet","US","636","4.83","181-210","0.01"
"2023-04-15T08:00:00+00:00","NA-IJIA-SZS9","X002GW0GM3","B084Z4Y8ZY","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 2)","No Listing","7.0E-4","USD","cubic_feet","US","2","0.01","331-365","0.005"
"2023-04-15T08:00:00+00:00","C5-3MBH-AW2X","X002CII6L9","B07Z779DMH","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","New","0.0035","USD","cubic_feet","US","41","0.05","181-210","0.0"
"2023-04-15T08:00:00+00:00","OD-YLX2-RAS3","X002CIGNAF","B07Z7G5PXZ","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Gold)","New","0.0059","USD","cubic_feet","US","23","0.52","271-300","0.02"
"2023-04-15T08:00:00+00:00","MK-ILTU-2KQK","X002BC0MVN","B07XX6TFN3","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.0581","USD","cubic_feet","US","1","0.06","211-240","0.06"
"2023-04-15T08:00:00+00:00","PQ-VAPU-PB7S","X002BC0MTF","B07XX87R29","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.0505","USD","cubic_feet","US","9","0.23","181-210","0.025555555555555557"
"2023-04-15T08:00:00+00:00","YM-DCJF-STWH","X002BBZ4MB","B07XM2WL3W","Nidavellir 2-Pack Fist Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.032","USD","cubic_feet","US","29","0.47","181-210","0.02"
"2023-04-15T08:00:00+00:00","TX-KPSQ-SPQ1","X0028QCO2R","B07V5FRPQR","VNFLY Glove Keychain Glove Key Ring, Cool Gifts for Men, Husband, Boyfriend","New","0.0056","USD","cubic_feet","US","13","0.28","271-300","0.021666666666666667"
"2023-04-15T08:00:00+00:00","MN-6KST-82YI","X0028O2PTV","B07V1RBC2X","VNFLY Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","New","0.0079","USD","cubic_feet","US","13","0.05","181-210","0.0033333333333333335"
"2023-04-15T08:00:00+00:00","3C-8GVG-8KV6","X0028N5BQ1","B07V278VJ1","Nidavellir Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","1.0E-4","USD","cubic_feet","US","1","0.00","211-240","0.0"
"2023-04-15T08:00:00+00:00","5S-LEF4-2V5E","X001X2JGO1","B07GLJ2YNF","VNFLY Axe Keychain Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","New","0.0056","USD","cubic_feet","US","160","1.36","241-270","0.008333333333333333"
